"ahe","age","female","bachelor"
18.75,26,0,1
19.23077,27,1,1
22.35577,26,1,1
23.55769,25,0,0
5.008013,25,0,0
21.15385,27,0,1
21.15385,25,0,1
14.42308,28,0,1
15.86539,33,1,1
12.30769,29,0,0
16.82692,29,0,1
13.66944,33,1,1
24.72528,33,0,1
25,30,0,0
57.69231,33,1,1
20.76923,32,0,0
8.653846,32,0,0
26.44231,33,0,0
31.25,31,0,0
23.4375,32,1,1
16.82692,29,0,1
14.42308,28,0,0
6.730769,25,1,0
10.57692,32,0,1
19.23077,34,0,1
14,33,0,0
9.693877,34,1,1
20.97902,31,0,0
5.060729,25,0,0
12.98077,32,0,0
23.63782,25,0,1
22.11539,29,0,1
16.82692,28,0,0
9.911538,32,1,0
11.53846,33,0,0
8.974359,29,0,0
16.48352,31,0,1
13.98601,28,0,0
10.625,27,0,0
8.173077,28,0,0
19.23077,26,1,1
10.10577,25,1,0
13.46154,27,0,0
14.42308,28,0,1
15.38461,27,0,0
16.23932,26,1,1
13.94231,33,1,1
15.38461,29,0,0
10,28,1,0
12.08791,34,1,1
10.53114,34,0,0
10.31895,31,1,0
12.5,29,1,1
20.60439,27,0,1
22.89377,29,1,1
14,26,0,0
17.12933,29,1,1
25,30,0,1
7.692307,31,0,0
12.39316,33,1,0
13.46154,25,1,1
11.88811,32,0,0
29.23077,34,0,0
13.33333,33,0,0
9.157509,31,1,0
11,30,1,0
15.14423,30,0,0
20.19231,31,0,1
18.75,30,1,0
3.846154,33,0,0
7.5,26,1,0
14.58333,30,0,1
37.98077,28,0,1
5.555555,30,1,0
37.74086,32,1,1
11.94615,32,1,0
20.19231,32,1,1
17.30769,25,0,1
13.46154,25,1,1
11.85817,31,1,0
6.25,28,0,0
10.91476,30,1,0
34.92064,29,0,0
19.93221,28,0,0
15.38461,26,1,1
28.84615,31,0,0
37.69231,33,0,1
13.67308,25,1,1
20.97902,31,0,0
13.94231,27,0,0
19.23077,28,0,1
11.53846,26,0,0
12.30769,34,1,1
8.947369,30,1,0
9.615385,28,0,0
7.211538,25,1,0
12.01923,29,0,0
11.53846,30,1,1
9.615385,30,0,0
10.89744,32,1,0
16.66667,30,0,0
16.48352,31,0,0
19.23077,31,1,1
16.66667,27,1,0
13.46154,27,0,0
19.47115,32,1,1
19.23077,34,1,1
11.53846,29,0,0
48.07692,31,0,1
7.692307,26,0,0
22.72727,28,0,0
14.42308,26,1,1
8.791209,25,0,1
13.24786,29,0,0
15.38461,25,1,1
6.730769,31,1,0
5.342857,26,0,0
16.82692,27,0,1
17.30769,34,1,1
9.615385,25,0,0
8.269231,28,0,0
8.509615,32,0,0
4.834615,27,1,0
6.25,26,1,0
8.87574,31,1,0
12.17949,34,0,0
57.69231,31,0,0
28.125,32,0,0
8.173077,30,1,1
32.05128,34,1,1
14.42308,34,0,1
15.38461,27,0,0
12.5,32,0,0
19.23077,26,1,1
12.82051,33,0,1
30.28846,33,0,0
6.043956,26,1,0
20.97902,31,0,1
12.9851,27,1,0
13.94231,26,1,1
11.88811,26,0,1
8.333333,34,1,1
17.15686,30,0,0
12.5,26,1,0
13.46154,33,0,0
16.82692,32,1,1
23.07692,28,1,1
16.82692,29,0,0
15.93407,32,1,0
21.63461,34,0,0
12.01923,31,1,0
23.07692,33,1,0
32.69231,28,0,1
27.88461,33,0,1
7.211538,32,1,1
22.59615,26,0,0
17.88909,34,1,1
27.24359,32,0,1
9.615385,31,0,0
13,31,0,1
6.25,33,0,0
12.17376,34,0,0
10.98901,34,1,0
21.97802,30,0,1
22.59615,25,1,1
11.53846,28,0,0
7.1875,28,1,1
17.54808,30,1,1
33.65385,33,0,1
10,30,1,1
18.26923,31,0,1
13.94231,31,1,0
20,29,0,1
28.84615,28,1,1
7.435897,28,0,0
15,33,1,0
17.5,31,0,0
11.05769,34,1,0
11.63461,25,0,1
14.95726,33,0,1
14.95726,30,0,1
39.0625,30,0,0
22,26,0,0
3.75,26,1,0
15.81197,32,0,1
19.23077,26,1,1
15.86539,32,0,0
8.375,33,1,0
12.01923,28,1,0
15.03496,25,0,0
8.653846,25,0,0
13.46154,25,0,0
12.5,25,0,1
11.53846,27,1,1
31.34615,34,0,0
12.41758,32,1,0
15.38461,30,1,1
29.5858,32,1,1
12,28,0,0
30.44872,31,0,1
22.97009,27,1,1
17.09402,25,1,1
17.94872,29,0,1
12.01923,26,0,1
12.01923,28,0,0
17.78846,27,1,0
34.61538,30,0,0
14.90385,34,0,0
40.86538,25,0,1
20.67308,25,1,1
8.699634,32,1,0
14.42308,27,0,0
27.11539,31,0,1
19.23077,32,0,1
19.23077,34,0,1
21.63461,32,0,0
14.42308,28,1,1
17.59637,34,0,0
22.26721,34,1,0
19.23077,32,1,1
21.53846,31,1,1
7.75,27,0,0
15.22436,33,0,0
15.73427,32,0,0
15.2972,30,1,0
15.28846,34,0,0
12.6,33,1,0
28.84615,33,0,0
13.46154,29,0,1
21.4497,31,1,1
10.25641,26,1,1
12.82051,27,0,1
22.11539,34,1,1
18.75,28,0,1
4.326923,32,0,0
38.94231,32,0,1
14.42308,30,0,0
4.807693,26,1,1
15.93407,27,1,0
14.42308,34,1,0
14.42308,30,0,0
37.98077,31,1,1
9.615385,33,0,0
10.09615,29,0,0
13.70192,29,0,1
31.25,29,0,0
16.2037,25,0,0
31.73077,33,1,0
27.24359,32,0,1
18.26923,33,1,0
19.23077,27,0,0
40.86538,30,0,1
19.23077,25,0,0
7.478632,26,0,1
38.46154,30,0,1
12.5,31,0,0
28.84615,33,0,1
9.615385,25,1,1
17.78846,26,1,1
11.53846,30,0,0
25.84615,33,0,0
19.23077,30,0,1
31.25,31,0,1
10.53846,28,0,1
12.82051,29,0,1
11.53846,28,0,0
14.90385,31,1,0
5.494505,26,0,1
41.95804,30,0,1
7.211538,27,0,0
10,30,0,0
12.01923,25,0,1
11.89904,29,1,1
8.241758,31,1,0
4.326923,31,1,0
21.97802,30,0,1
11.21795,26,1,1
12.59615,26,0,0
19.23077,28,1,1
20.19231,29,0,0
17.32026,30,0,0
12.01923,27,0,1
9.375,27,1,1
19.23077,34,0,1
24.51923,33,0,1
19.23077,29,1,1
9.615385,34,1,1
8.653846,26,1,0
31.25,34,0,1
20.76923,34,0,1
12.30769,33,1,1
19.65812,30,0,1
42.73504,34,0,1
9.615385,30,0,0
14.42308,34,0,0
12.01923,30,1,0
7.272727,30,0,0
2.773669,26,1,0
16.64201,26,1,1
18.50961,29,1,1
7.211538,33,0,0
4.43787,25,1,1
7.211538,29,0,0
15.75,33,0,0
19.23077,33,0,1
23.07692,29,1,0
12.5,28,1,0
16.27219,33,0,0
8.069231,30,0,0
8.413462,34,1,0
17.30769,34,1,1
15,26,0,0
11.83432,29,0,1
38.46154,30,0,1
19.23077,32,1,1
17.70105,29,0,0
19.23077,25,0,0
17.78846,33,0,0
32.05128,31,1,1
22.18935,31,0,1
11.55972,34,1,1
16.82692,33,1,0
21.63461,27,0,1
23.07692,27,1,1
14.61539,25,0,0
8,26,1,0
39.42308,31,0,1
16.27219,27,0,0
10.38461,33,1,0
28.57143,27,0,0
31.25,25,1,1
7.211538,31,0,0
12.01923,26,1,1
12.98077,28,0,0
15.96154,34,1,1
21.63461,32,0,0
32.69231,33,0,1
32.05128,28,0,1
25,27,1,1
7.211538,34,1,0
10.57692,30,0,0
9.033143,31,1,0
32.69231,34,0,1
18.69231,25,0,1
17.09402,31,0,0
23.63782,25,0,1
6.346154,31,0,0
12.01923,32,0,0
16.82692,27,1,1
15,26,0,0
19.23077,27,1,1
17.78846,26,0,1
14.42308,28,1,0
19.23077,30,0,0
28.84615,31,0,1
24.03846,30,1,1
9.775,26,0,0
8,34,1,0
10.09615,33,1,0
12.01923,27,1,1
31.25,34,0,0
19.23077,28,0,0
18.26923,25,1,1
36.05769,34,1,1
10.46154,32,0,0
19.23077,29,0,1
24.03846,27,1,0
9.134615,25,0,0
6.363636,31,0,0
37.17949,34,0,1
9.555555,26,0,1
11.53846,25,1,1
12.98077,25,1,1
7.982584,31,0,1
9.134615,30,1,0
12.98077,33,1,0
16.66667,29,0,0
35.09615,29,0,0
14.42308,28,0,0
29.80769,25,0,1
7.211538,34,1,1
7.692307,25,0,0
6.410256,25,0,0
8.888889,27,0,0
14.42308,33,0,0
18.26923,27,1,1
12.82051,25,1,1
8.653846,27,1,0
12.30769,25,1,1
19.23077,26,0,0
20.76923,31,0,0
14.90385,28,1,1
5.769231,33,1,0
15.54828,30,0,1
8.173077,30,0,0
20.83333,26,0,1
15.625,25,0,1
33.65385,34,0,1
15.86539,27,0,1
13.94231,27,1,0
15.38461,34,0,1
15.86539,32,0,0
20.09804,28,1,1
9.803922,33,0,0
9.803922,29,0,0
24.03846,29,0,1
12.01923,34,0,0
10.47009,33,0,0
18.26923,29,0,0
5,28,1,0
20.67308,34,0,0
12.01923,31,0,1
32.69231,30,0,1
13.11189,25,0,0
12.5,25,1,1
13.67521,30,1,0
13.46154,34,0,1
20.19231,34,1,0
37.01923,34,0,1
48.07692,27,0,1
8.173077,30,0,0
42.73504,27,0,1
29.80769,27,1,0
10.98901,30,0,0
7.692307,31,1,0
11.53846,28,0,1
9.071117,34,0,0
6.730769,34,0,0
22.4359,25,1,1
19.23077,32,1,1
4.807693,33,1,0
9.615385,30,0,0
31.80473,31,0,1
6.923077,30,0,0
15.38461,31,0,0
32.5,26,1,1
19.23077,31,0,0
17.13287,33,0,1
8.125,33,0,0
12.01923,25,1,1
17.09402,26,0,1
16.34615,25,1,1
13.73626,25,0,0
13.73626,29,0,0
21.56863,33,0,1
13.94231,27,1,0
10.09615,26,1,0
10.04808,27,0,1
28.84615,33,0,1
26.44231,26,1,1
8.676923,34,1,0
21.97802,30,1,1
29.67033,32,0,1
12.63736,26,0,0
19.23077,34,0,0
11.53846,34,0,0
24.88688,34,0,0
14.42308,34,1,0
25,30,0,1
11.25,27,0,0
11.25,31,1,0
15.86539,26,0,1
14.86014,30,0,1
6.346154,25,1,1
16.82692,25,0,1
21.49039,26,0,0
25.64103,27,0,1
9.615385,27,1,1
21.15385,25,1,1
24.03846,32,0,0
28.2274,26,0,1
16.71428,34,0,1
15.86539,28,1,0
21.06,29,0,1
8.173077,33,1,0
23.07692,33,0,0
16.34615,32,0,0
13.84615,32,0,0
29.30403,33,0,0
4.166667,29,0,1
18.26923,28,1,0
11.53846,26,0,0
12.69231,31,0,1
28.84615,30,0,0
10.9375,29,1,0
22.52747,31,0,0
23.50427,28,0,1
38.46154,32,0,1
9.615385,27,0,0
21.15385,26,0,1
9.375,25,0,0
20.19231,31,1,1
17.09402,32,0,1
15.86539,31,1,1
40.86538,32,0,1
22.59615,27,0,1
19.23077,34,0,0
26.44231,26,0,1
15.38461,28,1,1
40.86538,32,1,1
20,31,0,1
12.5,25,0,0
11.53846,28,1,1
19.23077,25,1,1
43.26923,33,0,1
16.48352,31,0,1
14.42308,25,1,1
4.326923,26,1,0
17.09402,33,0,1
13.46154,34,1,1
14.6875,29,1,1
18.26923,32,0,0
25.48077,31,1,1
15.86539,33,0,1
5.128205,26,0,0
12.5,34,1,0
24.03846,30,0,1
14.42308,30,1,0
13.65385,26,1,1
31.25,27,1,1
14.42308,26,0,1
13.46154,27,0,1
17.20648,26,0,1
17.00405,26,1,1
10.45192,34,1,0
11,29,0,0
21.36752,29,1,1
4.273504,31,1,0
16.48352,32,0,0
10.57692,31,1,0
7.692307,26,0,0
9.615385,26,1,0
16.78322,31,0,0
15.04808,27,1,1
11.90476,27,1,0
16.75824,33,0,1
27.77778,32,0,1
19.23077,32,0,0
8.173077,28,0,0
11.05769,25,1,1
13.46154,26,0,1
19.23077,29,1,0
12.5,25,0,0
8.990385,34,1,0
5.769231,33,1,0
12.5,33,0,0
7.5,26,0,0
9.615385,34,0,0
8.653846,34,1,0
10.09615,25,0,0
13.51351,26,0,0
6.923077,27,0,0
9.615385,26,0,0
11.29808,30,1,1
19.23077,29,0,0
17,31,0,1
12.98077,26,0,1
5.288462,26,0,0
23.07692,31,1,1
27.24359,29,0,0
31.25,32,0,1
27.88461,34,1,1
21.63461,31,0,0
16.3375,34,1,0
14.42308,30,1,0
16.82692,29,1,1
9.615385,31,0,0
8.653846,28,1,0
17.5,28,0,0
13.02083,29,0,0
11.53846,29,0,1
13.46154,34,0,0
16.02564,25,0,0
9.615385,30,0,0
17.78846,34,1,1
18.75,33,0,1
7.211538,34,0,0
8.173077,30,0,0
18.75,32,1,1
8.653846,27,0,0
10.57692,27,0,0
9.134615,25,1,0
8.25,26,1,0
12.5,34,0,1
20.08547,29,0,1
16.70041,29,1,1
31.25,33,0,1
11.77885,25,0,1
14.42308,30,0,0
15.38461,30,1,1
4.430769,29,0,0
14.42308,32,1,0
12.08791,34,1,0
16.34615,25,1,1
22.4359,31,0,0
26.49573,34,0,1
6.538462,34,0,0
17.39664,33,0,0
17.94872,29,0,1
8.974359,25,0,1
15.18219,31,0,0
9.615385,29,0,0
8.173077,28,1,0
28.84615,32,0,1
16.48352,32,1,1
7.8125,26,1,0
10.7024,25,0,1
23.07692,34,0,1
11.53846,25,0,0
6.75,26,0,1
17.48252,34,0,1
8.974359,25,1,0
17.78846,34,0,0
9.5,31,0,0
34.61538,30,0,0
24.03846,33,0,0
10.57692,30,1,0
5.769231,31,0,0
6.730769,33,1,1
8.791209,27,0,0
5.288462,31,1,0
15.92949,34,0,0
18.83013,25,0,0
19.23077,33,1,0
24.03846,31,0,0
27.47253,29,0,0
21.63461,25,1,0
16.1218,34,1,1
14.42308,34,0,0
12.5,34,1,0
12.08791,30,0,0
8.173077,28,0,0
14.42308,33,0,0
11.53846,29,0,0
20.76923,33,0,1
16.7468,29,1,1
19.23077,29,1,1
10.68376,33,0,0
20.19231,28,0,1
12.98077,25,1,0
27.40385,32,0,1
9.903846,34,1,1
9,28,1,0
15.86539,31,0,1
17.52137,30,1,1
9.615385,33,1,0
6.730769,29,1,0
24.03846,32,0,0
9.803922,29,1,0
35.71429,29,0,0
18.50961,27,0,1
11.53846,27,1,0
15.38461,28,0,0
11.375,28,1,0
14.42308,32,0,0
15.86539,30,1,1
2.644231,28,1,1
7.211538,32,1,0
17.30769,31,1,1
16.23932,25,1,0
32.69231,26,0,0
10.68376,31,1,0
14.42308,27,0,0
6.946154,29,0,0
8.167068,28,0,1
13.65385,26,1,0
21.63461,27,0,0
7.912088,25,1,0
5.729167,31,0,0
6.25,33,1,0
9.615385,26,0,0
15.625,32,0,0
19.23077,28,0,1
10.38461,29,0,0
19.23077,34,0,0
14.42308,31,0,1
8.653846,30,0,0
7.984615,29,1,0
9.615385,29,0,0
31.73077,32,0,0
15,28,1,1
9.615385,25,1,0
17.48252,33,0,0
11.53846,32,0,0
32.41758,34,1,1
8.284023,34,0,0
36.92308,34,0,1
14.10256,29,1,0
17.78846,34,1,0
10.57692,33,0,0
23.07692,33,0,0
9.82906,26,0,0
12.41259,32,0,0
20.19231,31,1,1
11.05769,29,1,0
12.01923,25,0,1
12.22222,27,0,0
13.94231,27,0,0
27.88461,33,1,1
8.974359,31,1,0
18.46154,28,0,0
12.96154,31,1,1
38.46154,28,0,0
33.65385,29,1,1
5.769231,29,1,0
8.653846,25,0,0
21.63461,30,1,0
12.36264,31,0,1
7.692307,32,0,1
8.173077,28,1,0
12.5,28,0,0
15.86539,30,0,1
9.134615,28,0,0
9.615385,25,1,0
44.8718,34,0,1
14.42308,25,0,1
28.84615,33,1,1
19.23077,29,0,1
24.03846,30,0,0
9.615385,26,0,0
11.5,28,0,1
21.15385,32,0,1
25.87413,34,0,1
12.98077,28,0,0
19.23077,27,0,1
6.25,31,1,0
14.42308,26,0,1
9.375,25,1,1
22.11539,31,1,1
16.82692,26,0,0
6.384615,33,0,0
8,33,0,0
6.923077,26,1,0
12.5,31,0,0
20.19231,29,1,1
43.26923,29,0,1
10.35503,26,0,0
12.01923,26,1,0
16.34615,25,0,0
16.94139,30,1,1
13.84615,31,1,1
33.65385,31,0,1
16.02564,27,1,1
9.615385,30,0,0
10.88606,33,1,0
14.42308,29,1,1
12.5,29,0,0
30.09259,25,1,1
57.69231,28,0,1
23.50427,33,0,1
15.38461,28,0,0
24.51923,26,0,1
9.615385,31,0,0
9.230769,29,1,1
18.26923,34,0,0
27.69231,25,0,1
30.76923,28,0,1
13.18681,33,1,0
22.59615,28,0,1
7.211538,26,0,1
19.23077,31,1,1
12.13461,25,1,1
17.09402,29,0,0
14.66346,27,0,0
13.46154,32,0,0
6.153846,32,1,1
14.42308,34,0,0
27.40385,27,1,1
16.82692,33,0,0
36.92308,30,0,1
12.01923,29,0,0
8.894231,33,1,0
13.46154,28,1,1
36.05769,33,0,1
14.86014,30,1,1
19.23077,33,0,1
16.82692,26,1,0
7.692307,29,0,0
23.07692,31,0,1
21.63461,33,1,0
18.35734,34,0,1
12.59615,27,0,0
6.25,25,0,0
15.38461,29,0,0
17.09402,33,1,1
17.30769,34,0,1
6.410256,32,0,1
15.2972,32,0,0
22.88461,31,1,1
15,32,1,1
18,29,0,0
38.46154,31,0,0
16.10018,33,1,0
21.36752,27,0,0
14.95726,30,0,0
6.25,28,1,0
13.73626,25,0,0
28.84615,33,0,0
8.173077,25,1,0
26.92308,32,0,1
17.45192,31,1,1
14.90385,34,0,0
15.38461,26,0,1
19.71154,27,0,0
29.80769,33,1,1
21.63461,25,1,1
9,29,0,0
10.25641,27,0,0
15.625,27,0,0
20.67308,27,1,1
11.53846,34,0,0
42.48658,34,1,1
10.48951,34,0,0
14.18269,29,0,0
26.92308,33,0,0
42.11354,26,1,1
12.39316,29,0,0
9.89011,30,1,0
16.61539,34,0,1
13.46154,28,0,0
11.53846,25,0,1
12.65182,32,1,0
26.34615,30,1,1
21.63461,34,0,0
3.807692,25,0,0
22.61905,33,0,1
6.730769,31,1,0
12.82051,26,0,0
12.98077,26,0,0
21.28205,33,0,1
27.36264,33,1,1
3.445513,34,1,0
11.41827,31,0,1
17.54902,33,0,1
14.85714,33,0,0
8.653846,27,1,0
8.990385,27,0,0
8.75,28,0,0
12.5,33,1,1
5.769231,27,1,1
12.98077,28,1,0
13.46154,32,1,1
19.23077,31,0,0
33.90865,26,0,1
7.654396,32,1,0
9.615385,32,1,0
16.66667,29,1,1
17.52137,33,0,1
9.615385,28,0,0
7.211538,28,0,0
6.75,27,0,0
10.76923,29,0,0
10.33654,34,1,0
7.692307,25,0,0
21.92308,34,1,0
13.46154,26,0,0
21.36752,29,0,0
11.05769,32,0,1
5.288462,30,0,0
5.079327,28,0,1
22.45987,29,1,1
15.03496,28,0,0
24.03846,26,0,0
14.42308,31,0,0
15.38461,30,1,0
13.46154,33,0,0
25.96154,28,0,1
12.01923,30,0,0
21.25,33,1,1
16.36364,27,0,0
13.94231,30,0,0
26.92308,34,0,1
14.90385,34,1,1
8.115385,25,1,0
3.365385,26,1,0
14.60114,30,0,0
8.846154,27,1,1
19.71154,27,0,0
17.94872,26,1,1
11.53846,27,1,0
6.730769,32,0,0
24.03846,32,1,1
5.769231,34,0,0
12.30769,30,0,0
13.46154,31,0,0
12.82051,31,0,0
9,33,0,0
20.19231,31,0,0
13.46154,26,0,0
40.38462,26,0,1
6.730769,33,0,0
22.25,32,0,0
14.42308,25,0,1
30.28846,27,1,1
25.96154,29,0,1
18.26923,28,0,0
10.57692,31,0,0
19.65812,30,1,1
8.895192,33,1,0
26.92308,28,0,1
60.09615,31,0,1
15.38461,25,1,1
18.49113,30,1,1
13.07692,31,1,0
21.63461,27,0,0
21.63461,28,0,1
17.30769,25,0,0
25.96154,26,0,0
9.615385,25,0,1
3.328402,29,0,0
3.328402,30,0,0
36.53846,32,0,1
32.69231,31,0,1
34.18803,34,1,1
17.30769,25,0,0
19.76496,26,0,0
21.36752,27,1,0
10.09615,33,1,0
19.80769,34,0,0
11.53846,29,0,0
12.23776,29,0,0
28.21587,33,0,0
27.40385,28,1,1
13.69048,30,0,0
14.42308,31,0,0
12.82051,30,0,0
11.11111,28,0,0
28.84615,30,0,1
11.18881,33,0,0
28.84615,32,1,1
8,27,0,0
12.01923,30,0,1
14.90385,27,0,1
12.925,25,1,1
11.66667,29,1,1
5.982906,25,1,1
8.87574,32,0,0
16.34615,29,0,0
24.72528,29,0,1
13.24786,28,0,0
17.30769,31,0,1
16.82692,30,1,1
16.94711,26,1,0
15.625,33,0,0
12.98077,32,0,0
13.14103,31,0,0
9.615385,32,1,0
5.945946,28,1,0
9.615385,33,0,0
27.88461,30,0,0
12.74039,29,1,0
5.177515,25,0,0
7.692307,29,0,0
11.63461,26,1,0
15.38461,28,0,0
6.730769,30,1,0
15.38461,34,0,0
5.288462,29,1,1
13.94231,32,1,0
15.38461,27,1,0
13.84615,28,0,1
9.615385,31,1,1
30,34,0,1
16.34615,30,0,1
8.173077,28,1,0
12.01923,34,0,0
10,27,0,1
9.230769,29,1,0
9.769231,25,1,0
9.375,28,0,0
28.84615,26,0,1
24.03846,27,1,1
12.01923,31,0,0
15.81197,32,0,0
13.46154,27,0,1
9.615385,25,0,1
10,33,1,0
21.89349,28,0,1
20.19231,26,1,1
15.38461,29,1,1
17.03297,30,1,1
16.34615,30,0,0
16.23932,30,1,0
9.134615,28,0,0
16.98718,32,0,0
12.01923,33,1,0
12.5,33,1,0
7.142857,32,1,0
5.555555,31,0,0
20.51282,33,1,1
9.615385,29,0,0
11.63461,28,0,1
9.615385,28,0,1
16.34615,34,0,0
16.23932,27,1,1
12.01923,26,0,1
14.90385,26,0,0
14.42308,30,1,0
25.96154,31,0,0
16.82692,34,0,1
20.19231,28,0,1
11.53846,30,1,0
27.88461,26,1,1
17.55853,31,0,1
11.53846,29,0,0
11.05769,30,0,0
24.03846,34,1,1
22.11539,31,0,0
8,34,1,0
18.26923,28,1,1
28.84615,28,1,1
13.54909,33,1,1
8.076923,29,0,1
19.13461,32,0,0
14.42308,34,0,0
10.57692,25,1,0
9.615385,26,0,0
9,33,0,0
21.63461,33,0,1
20,33,0,1
15.38461,32,0,0
9.615385,31,1,0
8.653846,25,1,0
24.03846,28,0,0
16.48352,32,1,1
21.97802,29,1,1
10.57692,31,0,0
8.01282,31,0,1
13.46154,26,1,1
7.692307,31,1,1
21.82952,28,1,1
19.23077,30,0,0
11.53846,28,0,1
11.53846,34,0,0
15.86539,29,1,1
12.5,32,1,0
9.375,31,1,1
36.05769,33,0,1
10.09615,30,0,0
8.461538,27,1,1
11.85897,32,0,0
32.05128,25,0,1
7.5,34,0,0
5.288462,31,0,0
8.279915,26,1,0
14.42308,34,1,0
6.486486,25,1,0
15.73427,28,0,1
17.30769,26,1,0
11.53846,28,0,0
9.081197,33,0,0
13.94231,32,1,0
4.327885,28,1,0
12.98077,32,1,0
16.82692,27,0,0
7.5,27,0,0
17,25,0,0
19.79269,34,0,1
12.5,33,0,0
16.82692,25,0,0
12.82051,34,0,0
25.48077,34,1,1
40.38462,32,0,0
15.38461,29,1,0
5.769231,32,0,0
21,31,0,0
10.19231,31,1,1
7.211538,26,1,0
13.11189,25,0,0
15.86539,31,0,1
6.538462,33,0,0
6.730769,33,0,0
17.78846,28,1,1
16.82692,31,1,1
38.46154,33,1,1
43.95604,33,0,1
10,29,0,0
12.93269,30,1,0
13.46154,26,1,1
16.82692,34,0,0
26.44231,30,0,0
16.82692,32,0,0
13.94231,32,0,1
10,28,1,0
13.46154,28,0,0
9.615385,25,0,0
14.95726,28,0,1
46.15385,33,1,1
15.52885,27,1,1
11.53846,33,1,0
15.38461,30,1,1
15.86539,32,1,1
20.76923,31,0,0
28.84615,29,0,0
14.42308,32,0,0
16.82692,27,1,0
13.94231,28,1,0
13.88889,26,0,0
15.38461,34,1,0
10.88606,25,1,0
24.03846,29,1,1
12.5,33,1,0
28.84615,33,0,1
23.07692,32,0,0
14.02244,27,0,0
15.86539,29,0,0
33.56643,27,0,1
24.03846,28,1,1
12.01923,25,0,1
28.46154,27,0,1
22.59615,34,1,0
18.88112,34,1,0
25.96154,28,1,1
11,25,0,1
13.73626,32,1,0
30.36437,33,0,1
4.807693,31,1,0
22.4359,32,0,0
11.05769,26,1,1
26.92308,33,0,0
14.47368,32,1,1
11.44689,30,0,0
10.25641,34,0,0
14.95726,27,0,0
11.05769,26,0,0
19.23077,25,1,1
20.83333,29,1,1
32.05128,27,0,1
31.25,28,1,1
24,29,1,1
11.05769,34,1,1
15.38461,28,0,0
18.26923,29,1,0
38.94231,33,1,1
12.65182,34,0,1
12.01923,29,0,0
7.142857,30,1,0
11.76471,25,0,1
30.0641,29,0,0
20.19231,28,1,0
21.15385,32,0,1
19.27885,33,1,1
10.57692,28,1,0
9.615385,29,0,0
21.63461,32,0,0
10,28,1,0
9.615385,32,1,0
8.153846,29,0,0
26.44231,33,0,1
13.70192,32,1,1
12.5,26,0,1
8.653846,33,0,0
10.43269,26,0,1
19.23077,28,0,1
7.777778,27,1,0
13.18681,34,0,1
17.54386,27,0,0
35.25641,34,1,1
20.67308,33,0,1
10.38461,33,1,1
9.803922,25,0,1
14.02244,33,0,0
8.653846,33,1,1
11.55385,31,0,1
35.16484,29,0,0
8.653846,29,1,1
19.23077,30,0,0
10.33654,27,0,1
6.730769,25,0,0
16.82692,31,0,0
9.467456,25,1,0
15.81197,28,1,1
9.340659,30,1,0
12.01923,25,1,1
15.86539,34,0,1
11.4645,33,0,0
16.34615,30,0,1
37.36264,32,0,1
10.29412,25,1,1
12.69231,34,0,0
20.67308,30,1,1
13.46154,25,1,1
21.63461,32,0,1
21.63461,26,1,1
16.23932,34,1,0
11.21795,30,1,1
23.07692,32,1,1
15.86539,33,1,1
17.30769,29,0,0
23.07692,29,1,0
24.03846,30,0,1
16.82692,28,1,1
36.05769,29,0,0
21.76113,28,0,1
19.58042,28,0,0
9.615385,34,1,0
28.84615,34,0,1
16.48352,28,1,1
40.86538,30,1,1
14.42308,31,1,1
17.30769,28,0,1
31.32211,28,1,0
11.53846,29,0,1
14.95726,25,1,1
27.77778,28,0,1
7.843137,30,0,0
8.741259,30,0,0
20.49595,30,1,1
7.796258,26,0,1
13.46154,28,0,1
9.197325,34,1,1
14.51923,28,1,0
8.75,34,1,0
24.03846,34,0,0
18.26923,27,1,1
11.53846,34,0,1
12.01923,27,0,0
25.84615,29,0,0
12.98077,26,0,1
12.01923,27,0,0
6.057693,25,0,1
15.09375,28,0,1
14.44087,28,1,1
23.07692,34,0,1
22.4359,34,0,1
17.30769,28,0,0
15.38461,33,1,0
7.211538,28,1,0
3.219697,30,0,1
19.23077,29,0,0
8.333333,27,1,0
7.5,27,0,0
13.46154,32,1,1
16.82692,25,0,1
50.96154,30,0,1
25,27,1,1
17.30769,32,0,0
3.846154,27,0,0
12.5,32,0,0
7.211538,32,0,0
11.05769,33,1,0
9.615385,28,0,1
16,29,1,0
32.69231,30,1,1
22.59615,31,0,0
15.625,32,1,0
10.09615,33,1,1
31.25,30,0,1
19.37637,33,0,1
16.82692,28,0,0
7.22,32,0,0
7.5,32,1,0
8.25,31,0,0
13.73626,34,1,0
14.42308,32,0,1
13.09615,33,0,0
9.134615,32,0,0
17.30769,32,0,0
8.888889,32,0,0
18.63317,25,1,1
23.07692,32,1,0
11.53846,26,1,1
16.82692,34,1,1
7.211538,27,1,1
23.125,34,0,0
9.523809,34,1,0
16.82692,28,1,1
9.230769,34,1,0
38.46154,34,0,1
12.01923,34,0,1
12.74039,32,0,0
12.5,33,1,1
15.38461,27,0,1
13.46154,30,1,1
11.53049,30,1,1
10.48951,28,0,0
12.30769,28,0,0
16,30,1,0
15.46823,25,1,1
14.52991,31,0,1
10.14957,30,1,1
24.51923,25,1,1
12.01923,29,0,0
16.82692,26,1,0
26.55678,25,1,1
19.23077,33,0,1
6.25,28,1,0
9.615385,30,0,0
13.14103,28,0,0
9.615385,25,1,0
6.593407,31,1,0
23.55769,25,1,1
