"deny","pirat","black"
"no",0.23,"no"
"no",0.2,"no"
"no",0.21,"no"
"no",0.24,"no"
"no",0.22,"no"
"no",0.25,"no"
"no",0.34,"no"
"no",0.4,"no"
"no",0.29,"no"
"no",0.29,"no"
"no",0.14,"yes"
"no",0.41,"no"
"no",0.37,"yes"
"no",0.43,"yes"
"no",0.26,"no"
"no",0.23,"no"
"no",0.217000007629395,"no"
"no",0.37,"no"
"no",0.332000007629395,"no"
"no",0.3,"no"
"no",0.370999984741211,"no"
"no",0.35,"no"
"no",0.17,"no"
"no",0.261800003051758,"no"
"no",0.218999996185303,"no"
"no",0.347999992370605,"no"
"no",0.36,"no"
"no",0.43,"no"
"no",0.27,"no"
"no",0.36,"no"
"no",0.27,"no"
"no",0.31,"yes"
"no",0.35,"no"
"no",0.36,"no"
"no",0.26,"no"
"no",0.36,"no"
"no",0.32,"no"
"no",0.28,"no"
"no",0.34,"no"
"no",0.25,"no"
"yes",0.35,"no"
"no",0.12,"no"
"no",0.33,"no"
"no",0.26,"no"
"no",0.2,"no"
"no",0.31,"no"
"yes",0.2,"no"
"no",0.37,"no"
"no",0.31,"no"
"no",0.38,"no"
"no",0.29,"no"
"no",0.35,"no"
"no",0.4,"no"
"no",0.34,"no"
"no",0.33,"yes"
"no",0.31,"no"
"no",0.41,"no"
"yes",0.24,"no"
"no",0.24,"no"
"no",0.38,"yes"
"no",0.33,"no"
"no",0.32,"no"
"no",0.37,"no"
"no",0.38,"no"
"no",0.31,"no"
"yes",0.31,"yes"
"no",0.35,"no"
"no",0.31,"no"
"no",0.24,"no"
"no",0.35,"no"
"no",0.37,"no"
"no",0.3,"no"
"no",0.31,"no"
"no",0.17,"no"
"no",0.37,"yes"
"yes",0.24,"no"
"yes",0.35,"no"
"yes",0.35,"no"
"no",0.32,"no"
"no",0.33,"no"
"no",0.35,"no"
"yes",0.39,"no"
"no",0.28,"no"
"yes",0.4,"no"
"no",0.47,"yes"
"no",0.38,"no"
"no",0.39,"no"
"no",0.32,"no"
"no",0.37,"no"
"no",0.49,"no"
"no",0.17,"no"
"no",0.33,"no"
"no",0.33,"yes"
"no",0.27,"no"
"no",0.32,"no"
"no",0.35,"no"
"no",0.33,"no"
"no",0.29,"no"
"no",0.32,"no"
"no",0.37,"no"
"no",0.26,"no"
"no",0.35,"no"
"no",0.26,"no"
"no",0.31,"no"
"no",0.35,"no"
"yes",0.55,"yes"
"no",0.31,"no"
"no",0.24,"no"
"no",0.34,"no"
"yes",0.3,"yes"
"no",0.33,"no"
"yes",0.37,"no"
"no",0.25,"no"
"no",0.29,"no"
"no",0.32,"no"
"no",0.36,"no"
"no",0.24,"no"
"no",0.1,"no"
"no",0.34,"no"
"no",0.43,"no"
"no",0.39,"no"
"no",0.31,"no"
"no",0.37,"no"
"no",0.31,"no"
"no",0.37,"no"
"no",0.24,"no"
"no",0.37,"no"
"no",0.35,"no"
"no",0.29,"no"
"no",0.29,"no"
"no",0.07,"no"
"no",0.36,"no"
"no",0.25,"no"
"no",0.21,"no"
"no",0.13,"no"
"no",0.34,"no"
"no",0.39,"no"
"no",0.3,"no"
"no",0.29,"no"
"no",0.17,"no"
"no",0.37,"no"
"yes",0.44,"no"
"no",0.37,"no"
"no",0.25,"no"
"no",0.26,"no"
"yes",0.75,"no"
"no",0.175,"no"
"no",0.18,"no"
"no",0.35,"no"
"no",0.276000003814697,"yes"
"yes",0.28,"no"
"no",0.33,"yes"
"no",0.18,"no"
"no",0.48,"yes"
"no",0.19,"no"
"no",0.4,"yes"
"no",0.55,"no"
"no",0.39,"yes"
"yes",0.691999969482422,"no"
"no",0.405999984741211,"no"
"yes",0.412000007629395,"no"
"yes",0.3,"no"
"no",0.347999992370605,"no"
"no",0.325,"no"
"no",0.359000015258789,"yes"
"no",0.3,"no"
"no",0.267000007629395,"no"
"no",0.33,"no"
"no",0.305,"no"
"no",0.32,"no"
"no",0.37,"no"
"no",0.243999996185303,"no"
"no",0.324000015258789,"no"
"yes",0.35,"yes"
"no",0.38,"no"
"no",0.24,"no"
"no",0.312000007629395,"no"
"no",0.32,"no"
"no",0.36,"no"
"no",0.176000003814697,"no"
"no",0.31,"no"
"no",0.27,"no"
"yes",0.3,"no"
"yes",0.41,"no"
"no",0.19,"no"
"no",0.2,"no"
"no",0.4,"no"
"no",0.32,"no"
"no",0.35,"no"
"no",0.37,"no"
"no",0.35,"no"
"no",0.33,"no"
"no",0.15,"no"
"no",0.34,"no"
"no",0.27,"no"
"no",0.34,"yes"
"no",0.3,"no"
"no",0.32,"no"
"no",1.28,"no"
"no",0.28,"no"
"no",0.24,"no"
"no",0.24,"yes"
"no",0.38,"no"
"no",0.32,"yes"
"no",0.35,"no"
"no",0.25,"no"
"no",0.44,"no"
"no",0.12,"no"
"no",0.21,"no"
"no",0.24,"no"
"no",0.36,"no"
"no",0.32,"no"
"no",0.42,"no"
"no",0.37,"no"
"no",0.33,"no"
"no",0.27,"no"
"no",0.3,"no"
"no",0.48,"no"
"no",0.19,"no"
"no",0.19,"no"
"no",0.31,"no"
"no",0.36,"no"
"no",0.21,"no"
"no",0.33,"no"
"no",0.36,"no"
"no",0.37,"no"
"no",0.35,"no"
"no",0.42,"no"
"no",0.34,"no"
"no",0.24,"no"
"no",0.38,"no"
"no",0.38,"no"
"no",0.18,"no"
"no",0.34,"no"
"no",0.33,"no"
"no",0.25,"no"
"no",0.38,"yes"
"no",0.35,"no"
"no",0.38,"no"
"no",0.37,"no"
"no",0.38,"no"
"no",0.36,"no"
"no",0.34,"no"
"no",0.36,"no"
"no",0.23,"no"
"no",0.3,"no"
"no",0.29,"no"
"no",0.39,"no"
"yes",0.36,"no"
"no",0.28,"no"
"no",0.38,"no"
"no",0.26,"no"
"no",0.44,"yes"
"no",0.34,"yes"
"no",0.34,"no"
"no",0.38,"no"
"no",0.38,"no"
"no",0.35,"no"
"yes",0.16,"no"
"no",0.31,"no"
"no",0.36,"no"
"no",0.31,"no"
"yes",0.45,"no"
"no",0.39,"no"
"yes",0.2,"no"
"no",0.24,"no"
"no",0.45,"no"
"no",0.61,"no"
"no",0.27,"no"
"no",0.55,"no"
"no",0.32,"no"
"no",0.17,"no"
"yes",0.47,"no"
"no",0.14,"no"
"no",0.38,"no"
"no",0.31,"no"
"no",0.53,"no"
"no",0.26,"no"
"no",0.2,"no"
"no",0.33,"no"
"no",0.2,"no"
"no",0.52,"no"
"no",0.33,"no"
"no",0.19,"no"
"no",0.293999996185303,"no"
"yes",0.292999992370605,"no"
"no",0.337000007629395,"no"
"no",0.201000003814697,"no"
"no",0.263999996185303,"no"
"no",0.279699993133545,"no"
"no",0.44,"no"
"no",0.267299995422363,"no"
"no",0.41,"no"
"no",0.284400005340576,"no"
"no",0.3,"no"
"no",0.27,"no"
"no",0.332700004577637,"no"
"no",0.307299995422363,"no"
"no",0.366100006103516,"no"
"no",0.439099998474121,"no"
"yes",0.12,"no"
"no",0.36,"no"
"yes",0.41,"no"
"no",0.33,"no"
"no",0.38,"no"
"no",0.32,"no"
"yes",0.32,"no"
"no",0.365,"no"
"no",0.28,"no"
"no",0.35,"no"
"no",0.231000003814697,"no"
"no",0.31,"no"
"no",0.113999996185303,"no"
"no",0.3,"no"
"no",0.287000007629395,"no"
"no",0.43,"no"
"no",0.35,"no"
"no",0.33,"no"
"no",0.42,"no"
"no",0.5,"no"
"no",0.4,"no"
"no",0.38,"no"
"no",0.33,"no"
"no",0.22,"no"
"no",0.38,"no"
"no",0.38,"no"
"no",0.38,"no"
"no",0.38,"no"
"no",0.38,"no"
"no",0.38,"no"
"yes",0.38,"no"
"no",0.38,"yes"
"no",0.38,"no"
"no",0.23,"no"
"no",0.26,"no"
"no",0.15,"no"
"no",0.17,"no"
"no",0.28,"no"
"yes",0.3,"no"
"no",0.3,"no"
"no",0.17,"no"
"no",0.38,"no"
"yes",0.37,"no"
"no",0.35,"no"
"no",0.577000007629395,"no"
"no",0.37,"no"
"no",0.367000007629395,"no"
"no",0.487000007629395,"no"
"no",0.399000015258789,"no"
"no",0.362000007629395,"no"
"no",0.42,"no"
"no",0.430999984741211,"no"
"no",0.36,"no"
"no",0.37,"no"
"no",0.34,"no"
"no",0.3,"no"
"no",0.38,"no"
"no",0.38,"no"
"no",0.32,"no"
"no",0.25,"no"
"no",0.27,"yes"
"no",0.4,"no"
"no",0.36,"no"
"no",0.32,"no"
"no",0.38,"no"
"no",0.27,"no"
"no",0.3,"no"
"no",0.33,"no"
"no",0.28,"no"
"no",0.29,"no"
"no",0.32,"no"
"no",0.31,"yes"
"no",0.39,"no"
"no",0.320400009155273,"no"
"no",0.36689998626709,"no"
"no",0.409900016784668,"no"
"no",0.26,"no"
"no",0.39,"yes"
"no",0.106199998855591,"yes"
"no",0.32,"no"
"no",0.36,"no"
"no",0.38,"yes"
"no",0.28,"no"
"no",0.38,"no"
"yes",0.31,"no"
"no",0.35,"no"
"no",0.16,"no"
"no",0.33,"no"
"yes",0.39,"no"
"no",0.26,"no"
"no",0.36,"no"
"no",0.34,"no"
"no",0.36,"no"
"no",0.33,"no"
"no",0.36,"no"
"no",0.37,"no"
"no",0.22,"no"
"no",0.34,"no"
"no",0.34,"no"
"no",0.4,"no"
"no",0.1,"no"
"no",0.4,"no"
"no",0.28,"no"
"no",0.36,"no"
"no",0.39,"yes"
"no",0.22,"no"
"no",0.36,"no"
"no",0.34,"no"
"no",0.32,"no"
"no",0.39,"no"
"yes",0.31,"no"
"no",0.37,"no"
"no",0.42,"no"
"no",0.27,"yes"
"no",0.37,"no"
"no",0.32,"no"
"no",0.29,"yes"
"no",0.37,"no"
"no",0.36,"no"
"no",0.36,"no"
"no",0.33,"no"
"yes",0.29,"no"
"yes",0.26,"no"
"no",0.29,"yes"
"no",0.32,"no"
"no",0.21,"no"
"no",0.32,"no"
"no",0.29,"no"
"no",0.36,"no"
"no",0.36,"no"
"no",0.22,"no"
"no",0.25,"no"
"no",0.35,"no"
"no",0.26,"no"
"no",0.33,"no"
"no",0.31,"no"
"no",0.34,"no"
"no",0.3,"no"
"no",0.33,"no"
"no",0.39,"no"
"no",0.36,"no"
"no",0.28,"no"
"no",0.26,"no"
"no",0.35,"yes"
"no",0.29,"no"
"no",0.34,"no"
"no",0.3,"no"
"no",0.25,"no"
"no",0.28,"no"
"no",0.36,"no"
"no",0.35,"no"
"no",0.31,"no"
"no",0.26,"no"
"no",0.27,"no"
"no",0.32,"yes"
"no",0.31,"no"
"no",0.38,"no"
"no",0.27,"no"
"no",0.27,"no"
"no",0.23,"no"
"no",0.33,"no"
"no",0.3,"no"
"no",0.37,"no"
"no",0.35,"no"
"no",0.3,"no"
"yes",0.69,"no"
"no",0.24,"no"
"no",0.25,"no"
"no",0.27,"no"
"no",0.29,"no"
"no",0.34,"no"
"no",0.33,"no"
"no",0.5,"no"
"no",0.42,"no"
"no",0.32,"no"
"no",0.44,"no"
"no",0.38,"yes"
"no",0.34,"no"
"no",0.3,"yes"
"no",0.39,"yes"
"no",0.28,"no"
"no",0.32,"no"
"no",0.41,"no"
"no",0.47,"no"
"no",0.35,"yes"
"no",0.32,"no"
"no",0.29,"no"
"no",0.32,"yes"
"no",0.25,"no"
"no",0.34,"no"
"no",0.36,"no"
"no",0.33,"no"
"no",0.25,"yes"
"no",0.25,"no"
"no",0.27,"no"
"no",0.25,"no"
"no",0.23,"no"
"no",0.19,"no"
"no",0.25,"no"
"no",0.26,"no"
"no",0.18,"no"
"no",0.34,"no"
"no",0.36,"no"
"no",0.26,"no"
"no",0.38,"no"
"no",0.4,"no"
"no",0.3,"no"
"no",0.22,"no"
"no",0.19,"no"
"no",0.39,"no"
"no",0.27,"no"
"no",0.36,"no"
"no",0.27,"no"
"no",0.33,"no"
"no",0.32,"yes"
"no",0.4,"no"
"no",0.36,"no"
"no",0.31,"no"
"no",0.1,"no"
"no",0.27,"no"
"no",0.27,"no"
"no",0.37,"no"
"no",0.39,"no"
"no",0.32,"no"
"no",0.38,"no"
"no",0.37,"no"
"no",0.34,"no"
"no",0.39,"no"
"no",0.31,"no"
"no",0.35,"no"
"no",0.3,"no"
"no",0.27,"no"
"no",0.25,"yes"
"no",0.37,"no"
"no",0.34,"no"
"no",0.36,"no"
"no",0.33,"yes"
"no",0.38,"yes"
"no",0.31,"yes"
"no",0.3,"no"
"no",0.28,"no"
"no",0.31,"yes"
"no",0.31,"no"
"no",0.38,"yes"
"no",0.34,"no"
"no",0.27,"no"
"no",0.28,"yes"
"no",0.24,"no"
"no",0.28,"no"
"no",0.31,"no"
"no",0.21,"no"
"no",0.34,"no"
"no",0.2,"no"
"no",0.32,"yes"
"no",0.4,"no"
"no",0.28,"no"
"no",0.31,"no"
"no",0.31,"no"
"no",0.35,"no"
"no",0.37,"no"
"no",0.32,"no"
"no",0.34,"no"
"no",0.34,"yes"
"no",0.33,"no"
"no",0.22,"yes"
"no",0.37,"no"
"no",0.49,"no"
"no",0.36,"yes"
"no",0.36,"no"
"no",0.34,"no"
"no",0.33,"yes"
"no",0.28,"yes"
"no",0.33,"no"
"no",0.33,"no"
"no",0.36,"no"
"no",0.35,"no"
"no",0.37,"yes"
"no",0.32,"no"
"no",0.29,"no"
"no",0.27,"no"
"no",0.39,"no"
"no",0.42,"yes"
"no",0.31,"no"
"no",0.35,"yes"
"no",0.29,"yes"
"no",0.29,"no"
"no",0.28,"no"
"no",0.33,"no"
"no",0.43,"no"
"no",0.31,"no"
"no",0.26,"no"
"no",0.34,"yes"
"no",0.49,"no"
"no",0.3,"no"
"no",0.33,"no"
"no",0.31,"no"
"no",0.45,"yes"
"no",0.23,"yes"
"no",0.11,"no"
"no",0.37,"no"
"no",0.24,"no"
"no",0.19,"no"
"no",0.26,"no"
"no",0.33,"no"
"no",0.27,"no"
"no",0.28,"no"
"no",0.37,"no"
"no",0.28,"no"
"no",0.42,"no"
"no",0.39,"no"
"no",0.26,"no"
"no",0.33,"no"
"no",0.36,"no"
"no",0.33,"no"
"no",0.47,"no"
"no",0.57,"no"
"no",0.36,"no"
"no",0.35,"yes"
"no",0.2,"no"
"no",0.11,"no"
"no",0.37,"no"
"no",0.16,"no"
"no",0.3,"yes"
"no",0.35,"no"
"no",0.32,"yes"
"no",0.33,"no"
"no",0.13,"no"
"no",0.31,"yes"
"no",0.27,"no"
"no",0.56,"no"
"no",0.31,"yes"
"no",0.31,"no"
"no",0.34,"yes"
"no",0.28,"yes"
"no",0.37,"no"
"no",0.31,"yes"
"no",0.32,"no"
"no",0.33,"no"
"no",0.25,"no"
"no",0.47,"no"
"no",0.26,"no"
"no",0.32,"no"
"no",0.39,"no"
"no",0.32,"yes"
"no",0.25,"no"
"no",0.11,"no"
"no",0.27,"no"
"no",0.31,"no"
"no",0.36,"no"
"no",0.24,"no"
"no",0.36,"no"
"no",0.39,"no"
"no",0.35,"no"
"no",0.33,"yes"
"no",0.34,"no"
"no",0.51,"no"
"no",0.3,"no"
"no",0.24,"no"
"no",0.3,"yes"
"no",0.35,"no"
"no",0.23,"no"
"no",0.23,"no"
"no",0.36,"no"
"no",0.28,"no"
"no",0.33,"no"
"no",0.31,"no"
"no",0.04,"no"
"no",0.35,"no"
"no",0.22,"no"
"no",0.26,"no"
"no",0.29,"no"
"no",0.31,"no"
"no",0.32,"no"
"no",0.38,"no"
"no",0.34,"no"
"no",0.34,"no"
"no",0.29,"no"
"no",0.31,"no"
"no",0.22,"no"
"no",0.34,"no"
"no",0.31,"no"
"no",0.31,"no"
"no",0.23,"no"
"yes",0.47,"no"
"yes",0.42,"no"
"yes",0.39,"yes"
"yes",0.42,"no"
"yes",0.39,"yes"
"yes",0.33,"no"
"yes",0.28,"no"
"yes",0.52,"no"
"yes",0.07,"no"
"yes",0.44,"yes"
"yes",0.36,"no"
"yes",0.42,"no"
"yes",0.44,"yes"
"yes",0.46,"no"
"yes",0.47,"yes"
"yes",0.38,"yes"
"yes",0.48,"no"
"yes",0.28,"no"
"yes",0.37,"yes"
"yes",0.35,"yes"
"yes",0.4,"yes"
"yes",0.36,"no"
"yes",0.34,"yes"
"yes",0.45,"yes"
"yes",0.4,"no"
"yes",0.38,"yes"
"yes",0.18,"yes"
"yes",0.38,"no"
"yes",0.37,"no"
"yes",0.16,"no"
"yes",0.37,"no"
"yes",0.2,"no"
"yes",0.32,"no"
"no",0.32,"no"
"no",0.36,"no"
"no",0.34,"no"
"no",0.34,"no"
"no",0.36,"no"
"no",0.19,"no"
"no",0.34,"no"
"no",0.23,"no"
"no",0.14,"no"
"no",0.35,"no"
"yes",0.33,"no"
"no",0.18,"no"
"no",0.26,"no"
"yes",0.34,"no"
"no",0.26,"no"
"no",0.26,"no"
"no",0.22,"no"
"no",0.29,"no"
"no",0.29,"no"
"no",0.28,"no"
"no",0.25,"no"
"no",0.31,"no"
"no",0.36,"no"
"no",0.24,"no"
"no",0.34,"no"
"no",0.37,"no"
"yes",0.34,"no"
"no",0.28,"no"
"no",0.36,"no"
"no",0.36,"no"
"no",0.35,"no"
"no",0.24,"no"
"no",0.38,"no"
"no",0.35,"no"
"no",0.4,"no"
"no",0.4,"no"
"no",0.36,"no"
"no",0.38,"no"
"no",0.4,"yes"
"yes",0.44,"no"
"no",0.41,"yes"
"yes",0.37,"yes"
"yes",0.33,"yes"
"yes",0.39,"no"
"no",0.32,"no"
"yes",0.38,"yes"
"no",0.21,"no"
"yes",0.44,"no"
"yes",0.19,"no"
"no",0.39,"no"
"no",0.4,"yes"
"no",0.44,"no"
"yes",0.34,"yes"
"no",0.36,"yes"
"no",0.27,"no"
"no",0.39,"no"
"no",0.36,"no"
"no",0.37,"no"
"no",0.36,"yes"
"no",0.43,"no"
"yes",0.39,"yes"
"no",0.33,"no"
"no",0.43,"yes"
"no",0.34,"no"
"no",0.2,"yes"
"no",0.28,"no"
"yes",0.42,"no"
"no",0.39,"no"
"yes",0.74,"yes"
"no",0.27,"no"
"no",0.24,"no"
"no",0.37,"no"
"yes",0.43,"no"
"no",0.34,"yes"
"yes",0.58,"yes"
"no",0.4,"no"
"no",0.42,"yes"
"no",0.42,"yes"
"yes",0.37,"no"
"no",0.39,"no"
"no",0.39,"no"
"no",0.28,"no"
"no",0.34,"no"
"yes",0.25,"no"
"no",0.35,"no"
"no",0.33,"no"
"yes",0.37,"no"
"yes",0.26,"no"
"no",0.24,"no"
"yes",1.42,"no"
"yes",1.42,"no"
"no",0.39,"no"
"no",0.42,"no"
"yes",0.41,"no"
"no",0.37,"no"
"no",0.26,"no"
"yes",0.37,"no"
"yes",0.43,"yes"
"yes",0.4,"no"
"no",0.47,"no"
"no",0.36,"no"
"no",0.34,"no"
"no",0.29,"yes"
"no",0.39,"no"
"no",0.31,"yes"
"no",0.4,"no"
"no",0.39,"no"
"yes",0.41,"no"
"no",0.38,"no"
"no",0.33,"no"
"yes",0.39,"yes"
"no",0.29,"no"
"no",0.36,"no"
"no",0.36,"no"
"no",0.47,"no"
"no",0.34,"no"
"no",0.36,"no"
"no",0.34,"no"
"yes",0.38,"no"
"no",0.38,"no"
"no",0.4,"no"
"yes",0.47,"no"
"no",0.35,"yes"
"no",0.41,"no"
"no",0.38,"yes"
"no",0.38,"yes"
"yes",0.29,"no"
"no",0.36,"no"
"no",0.39,"no"
"no",0.41,"no"
"yes",0.63,"no"
"no",0.26,"no"
"no",0.28,"no"
"no",0.31,"yes"
"no",0.23,"no"
"no",0.42,"no"
"yes",0.29,"yes"
"no",0.32,"no"
"no",0.35,"no"
"no",0.43,"no"
"no",0.41,"no"
"no",0.37,"no"
"no",0.39,"no"
"yes",0.46,"no"
"no",0.38,"no"
"no",0.33,"no"
"no",0.34,"no"
"yes",0.27,"no"
"no",0.36,"no"
"no",0.37,"no"
"no",0.25,"no"
"no",0.35,"no"
"no",0.26,"no"
"no",0.34,"no"
"no",0.330999984741211,"no"
"no",0.375,"no"
"no",0.234300003051758,"no"
"no",0.392000007629395,"no"
"no",0.348499984741211,"no"
"no",0.261000003814697,"no"
"yes",0.322000007629395,"no"
"no",0.217000007629395,"no"
"no",0.126000003814697,"no"
"no",0.312999992370605,"no"
"no",0.324000015258789,"no"
"no",0.380999984741211,"yes"
"no",0.35,"no"
"no",0.0989999961853027,"no"
"no",0.218999996185303,"no"
"no",0.385999984741211,"no"
"no",0.362000007629395,"no"
"no",0.297000007629395,"no"
"no",0.399000015258789,"no"
"no",0.287000007629395,"no"
"no",0.355999984741211,"no"
"no",0.347000007629395,"no"
"no",0.305,"no"
"no",0.296000003814697,"no"
"no",0.372999992370605,"no"
"no",0.236000003814697,"no"
"no",0.334000015258789,"no"
"no",0.311000003814697,"no"
"no",0.143000001907349,"no"
"no",0.292999992370605,"no"
"no",0.192999992370605,"no"
"no",0.354799995422363,"no"
"no",0.340999984741211,"no"
"no",0.370999984741211,"no"
"no",0.34,"no"
"no",0.328800010681152,"yes"
"no",0.352000007629395,"no"
"no",0.315100002288818,"no"
"no",0.349599990844727,"no"
"no",0.345,"no"
"no",0.301000003814697,"no"
"no",0.337000007629395,"no"
"no",0.311000003814697,"no"
"no",0.377700004577637,"no"
"no",0.320999984741211,"no"
"no",0.35810001373291,"no"
"no",0.327000007629395,"no"
"no",0.364000015258789,"no"
"no",0.314899997711182,"no"
"yes",0.442000007629395,"no"
"no",0.357999992370605,"no"
"no",0.324000015258789,"no"
"no",0.384000015258789,"no"
"no",0.387000007629395,"no"
"no",0.361399993896484,"no"
"no",0.335999984741211,"no"
"no",0.347200012207031,"no"
"no",0.22,"no"
"no",0.317199993133545,"no"
"yes",0.517999992370605,"yes"
"no",0.308799991607666,"no"
"no",0.329500007629395,"no"
"no",0.327999992370605,"no"
"no",0.36,"no"
"no",0.313999996185303,"no"
"no",0.387999992370605,"no"
"no",0.370999984741211,"no"
"no",0.345,"no"
"no",0.37,"no"
"no",0.322900009155273,"no"
"yes",0.367000007629395,"yes"
"no",0.297999992370605,"no"
"no",0.365999984741211,"no"
"no",0.288999996185303,"no"
"no",0.370999984741211,"no"
"no",0.32,"no"
"no",0.308999996185303,"no"
"no",0.354000015258789,"no"
"no",0.389000015258789,"no"
"no",0.307999992370605,"no"
"no",0.355999984741211,"no"
"no",0.317000007629395,"no"
"no",0.282000007629395,"no"
"no",0.296000003814697,"no"
"no",0.367999992370605,"no"
"no",0.36,"no"
"no",0.295,"no"
"no",0.295599994659424,"no"
"no",0.360999984741211,"no"
"no",0.278999996185303,"no"
"no",0.292999992370605,"yes"
"no",0.372599983215332,"no"
"no",0.2775,"no"
"no",0.37310001373291,"no"
"yes",0.183999996185303,"yes"
"no",0.32060001373291,"no"
"no",0.365,"no"
"no",0.37,"no"
"no",0.318999996185303,"no"
"no",0.306499996185303,"no"
"no",0.335999984741211,"no"
"no",0.364000015258789,"no"
"no",0.302000007629395,"no"
"no",0.352700004577637,"no"
"no",0.414700012207031,"no"
"no",0.156000003814697,"no"
"no",0.278999996185303,"no"
"no",0.395999984741211,"no"
"no",0.376699981689453,"no"
"no",0.340999984741211,"no"
"no",0.155299997329712,"no"
"no",0.365999984741211,"no"
"no",0.37,"no"
"no",0.357000007629395,"no"
"no",0.277999992370605,"no"
"yes",0.338300018310547,"no"
"no",0.298999996185303,"no"
"no",0.311000003814697,"no"
"yes",0.385,"no"
"no",0.359000015258789,"yes"
"no",0.325,"no"
"no",0.347000007629395,"no"
"no",0.324000015258789,"no"
"no",0.297000007629395,"no"
"no",0.175100002288818,"no"
"no",0.368699989318848,"no"
"no",0.323800010681152,"no"
"no",0.310599994659424,"no"
"no",0.355400009155273,"no"
"no",0.311000003814697,"no"
"no",0.364000015258789,"no"
"no",0.337999992370605,"no"
"no",0.336500015258789,"no"
"no",0.225,"no"
"no",0.324000015258789,"no"
"no",0.323699989318848,"no"
"no",0.25,"yes"
"yes",0.36,"no"
"yes",0.35,"no"
"no",0.35,"yes"
"no",0.35,"no"
"no",0.333889999389648,"no"
"no",0.300799999237061,"no"
"yes",0.302999992370605,"no"
"no",0.345800018310547,"no"
"yes",0.397999992370605,"no"
"yes",0.169300003051758,"no"
"no",0.340800018310547,"no"
"no",0.363800010681152,"no"
"yes",0.192700004577637,"no"
"no",0.177700004577637,"no"
"no",0.36,"yes"
"no",0.320499992370605,"no"
"no",0.44,"no"
"no",0.292099990844727,"no"
"no",0.395,"no"
"yes",0.37,"no"
"yes",0.44,"yes"
"yes",0.37,"yes"
"no",0.293899993896484,"yes"
"no",0.444700012207031,"no"
"no",0.35,"no"
"no",0.359000015258789,"no"
"no",0.39,"no"
"no",0.34,"no"
"no",0.393600006103516,"no"
"no",0.31,"no"
"no",0.301599998474121,"no"
"no",0.427400016784668,"yes"
"no",0.351399993896484,"no"
"no",0.39,"no"
"yes",0.349300003051758,"no"
"no",0.372299995422363,"no"
"no",0.335299987792969,"no"
"no",0.388499984741211,"no"
"no",0.420900001525879,"no"
"no",0.283999996185303,"no"
"no",0.354000015258789,"yes"
"yes",0.477799987792969,"no"
"no",0.409799995422363,"yes"
"no",0.194400005340576,"no"
"no",0.464500007629395,"no"
"no",0.341699981689453,"no"
"no",0.317700004577637,"yes"
"no",0.308299999237061,"yes"
"no",0.353699989318848,"no"
"no",0.393800010681152,"no"
"no",0.392200012207031,"no"
"no",0.200499992370605,"yes"
"no",0.47939998626709,"no"
"no",0.311499996185303,"no"
"no",0.113500003814697,"no"
"yes",0.318899993896484,"yes"
"no",0.351699981689453,"no"
"no",0.244200000762939,"no"
"no",0.318400001525879,"no"
"no",0.192199993133545,"no"
"no",0.421500015258789,"no"
"no",0.339300003051758,"no"
"no",0.10789999961853,"no"
"yes",0.267900009155273,"no"
"yes",0.358199996948242,"yes"
"no",0.367999992370605,"no"
"no",0.253799991607666,"no"
"no",0.295200004577637,"no"
"no",0.293099994659424,"yes"
"no",0.298799991607666,"no"
"no",0.337799987792969,"no"
"no",0.368699989318848,"no"
"no",0.400900001525879,"yes"
"no",0.35,"no"
"no",0.390499992370605,"yes"
"no",0.400200004577637,"no"
"no",0.395299987792969,"yes"
"no",0.362999992370605,"yes"
"yes",0.367000007629395,"no"
"no",0.335900001525879,"no"
"yes",0.242299995422363,"no"
"no",0.247600002288818,"no"
"no",0.390499992370605,"no"
"no",0.322200012207031,"no"
"no",0.321699981689453,"no"
"no",0.426599998474121,"yes"
"no",0.309400005340576,"no"
"no",0.337200012207031,"no"
"no",0.26,"no"
"no",0.358300018310547,"yes"
"no",0.3525,"no"
"no",0.283099994659424,"no"
"no",0.320699996948242,"no"
"yes",0.431500015258789,"no"
"yes",0.320699996948242,"yes"
"no",0.319599990844727,"no"
"yes",0.399599990844727,"no"
"no",0.321100006103516,"no"
"no",0.384000015258789,"no"
"yes",0.19,"no"
"yes",0.04,"no"
"yes",0.346599998474121,"no"
"yes",0.484000015258789,"no"
"no",0.328699989318848,"no"
"yes",0.286599998474121,"yes"
"no",0.315799999237061,"no"
"no",0.419099998474121,"no"
"no",0.377900009155273,"no"
"yes",0.44,"yes"
"yes",0.322099990844727,"yes"
"no",0.373300018310547,"no"
"yes",0.292000007629395,"no"
"no",0.303099994659424,"no"
"no",0.307099990844727,"no"
"no",0.32,"yes"
"no",0.331800003051758,"no"
"no",0.338699989318848,"no"
"no",0.319400005340576,"no"
"no",0.291700000762939,"no"
"no",0.329500007629395,"no"
"no",0.382999992370605,"no"
"yes",0.254200000762939,"yes"
"no",0.316000003814697,"no"
"no",0.372599983215332,"no"
"no",0.358300018310547,"no"
"no",0.33,"no"
"no",0.380099983215332,"yes"
"no",0.316800003051758,"no"
"no",0.385200004577637,"no"
"no",0.345299987792969,"no"
"no",0.296700000762939,"no"
"no",0.275799999237061,"no"
"no",0.400900001525879,"yes"
"no",0.35560001373291,"no"
"no",0.302199993133545,"no"
"no",0.218500003814697,"no"
"no",0.262999992370605,"no"
"no",0.322999992370605,"no"
